run,group,mult,beta,lr,seed,in_eval_ll,heldout_eval_ll,latent.total_openness,latent.frac_open_s0p03,latent.frac_open_s0p1,latent.frac_open_s0p5,latent.frac_open_s0p9,latent.frac_open_s0p97,latent.mean_sigma,latent.min_sigma,latent.n_eff_open,latent.n_eff_open_frac,latent.sigma_p10,latent.sigma_median,latent.sigma_p90,latent.n,update_net_obs.total_openness,update_net_obs.frac_open_s0p03,update_net_obs.frac_open_s0p1,update_net_obs.frac_open_s0p5,update_net_obs.frac_open_s0p9,update_net_obs.frac_open_s0p97,update_net_obs.mean_sigma,update_net_obs.min_sigma,update_net_obs.n_eff_open,update_net_obs.n_eff_open_frac,update_net_obs.sigma_p10,update_net_obs.sigma_median,update_net_obs.sigma_p90,update_net_obs.n,update_net_latent.total_openness,update_net_latent.frac_open_s0p03,update_net_latent.frac_open_s0p1,update_net_latent.frac_open_s0p5,update_net_latent.frac_open_s0p9,update_net_latent.frac_open_s0p97,update_net_latent.mean_sigma,update_net_latent.min_sigma,update_net_latent.n_eff_open,update_net_latent.n_eff_open_frac,update_net_latent.sigma_p10,update_net_latent.sigma_median,update_net_latent.sigma_p90,update_net_latent.n,update_net_subj.total_openness,update_net_subj.frac_open_s0p03,update_net_subj.frac_open_s0p1,update_net_subj.frac_open_s0p5,update_net_subj.frac_open_s0p9,update_net_subj.frac_open_s0p97,update_net_subj.mean_sigma,update_net_subj.min_sigma,update_net_subj.n_eff_open,update_net_subj.n_eff_open_frac,update_net_subj.sigma_p10,update_net_subj.sigma_median,update_net_subj.sigma_p90,update_net_subj.n,choice_net_latent.total_openness,choice_net_latent.frac_open_s0p03,choice_net_latent.frac_open_s0p1,choice_net_latent.frac_open_s0p5,choice_net_latent.frac_open_s0p9,choice_net_latent.frac_open_s0p97,choice_net_latent.mean_sigma,choice_net_latent.min_sigma,choice_net_latent.n_eff_open,choice_net_latent.n_eff_open_frac,choice_net_latent.sigma_p10,choice_net_latent.sigma_median,choice_net_latent.sigma_p90,choice_net_latent.n,choice_net_subj.total_openness,choice_net_subj.frac_open_s0p03,choice_net_subj.frac_open_s0p1,choice_net_subj.frac_open_s0p5,choice_net_subj.frac_open_s0p9,choice_net_subj.frac_open_s0p97,choice_net_subj.mean_sigma,choice_net_subj.min_sigma,choice_net_subj.n_eff_open,choice_net_subj.n_eff_open_frac,choice_net_subj.sigma_p10,choice_net_subj.sigma_median,choice_net_subj.sigma_p90,choice_net_subj.n
81796eba,updnet-ratio-100mice@20260703-200122,1,0.003,0.01,1,0.708256185054779,0.7136983871459961,0.9411656369876864,0,0.2,0.2,0.2,0.2,0.8117687745189667,0.058906452188491824,1.0001532041921193,0.20003064083842387,0.4353183550930024,0.999991701374054,1.00000498128891,5,1.4757445239543916,0,0,0.2,0.2,0.2,0.8524325503206253,0.1994276208972931,1.9856692406073737,0.19856692406073737,0.3122903896665573,1.000000850687027,1.0000207169151307,10,0.0023594475936895565,0,0,0,0,0,0.9999151284790038,0.9991420371627808,3.698531264847341,0.14794125059389365,0.9996364100074768,0.9999999268150328,1.0000170095062255,25,0.5554939485740666,0,0,0.05,0.05,0.05,0.9722321195697784,0.4469755752182007,1.0089435554015496,0.05044717777007748,0.9991295440292358,0.9999995691871644,1.0000194413757324,20,0.9271114279937746,0,0.2,0.2,0.2,0.2,0.8146236045455932,0.073421226272583,1.0011497660124589,0.20022995320249176,0.44385486675262453,0.9999620182609558,1.0001252276992798,5,0.00094936391830458,0,0,0,0,0,0.999875785241127,0.9995080096817016,2.4585368327760846,0.6146342081940211,0.9995570404624938,0.9997713131999968,1.000278107652664,4
c165b687,updnet-ratio-100mice@20260703-200122,2,0.0003,0.01,0,0.7228577733039856,0.7144671082496643,2.9091264953157308,0.4,0.6,0.6,0.6,0.6,0.4181817554107309,0.015032789128124712,2.9990693053322364,0.5998138610664473,0.016168307902514934,0.05811654535889626,0.9999621970748902,5,2.78682520565629,0,0.2,0.3,0.4,0.4,0.721360746974349,0.03792559860110283,3.4262864981253034,0.34262864981253033,0.06483872627675533,0.9997027082538604,1.0000703318214417,10,1.408858508243561,0,0,0.08,0.08,0.08,0.9437994392013548,0.26912965012550355,2.013810394785341,0.08055241579141365,0.9974553330039978,1.0000014169311524,1.0006403548812868,25,2.1359198640346526,0,0,0.1,0.2,0.25,0.8932348309254646,0.13269229365348817,3.2693614893361485,0.16346807446680742,0.5628692133522034,0.9999755187129974,1.0000386221504212,20,1.0009161950170995,0.2,0.2,0.2,0.2,0.2,0.7998167609965801,0.022795063832998275,1.0489421495119746,0.20978842990239496,0.40988241044640544,0.9941124184226988,0.9958971126174926,5,0.00958726903915419,0,0,0,0,0,0.9978775097227096,0.9947967393493652,2.179070140243094,0.5447675350607735,0.9952027363872528,0.9978079958057404,1.000607894191742,4
1ad83f71,updnet-ratio-100mice@20260703-200122,2,0.0003,0.01,0,0.723869264125824,0.7163837552070618,3.5406104539602996,0.6,0.6,0.8,0.8,0.8,0.2918779092079401,0.011129691655039789,3.8539109196328,0.7707821839265601,0.012414341623187063,0.02055278366267681,0.7653352840042115,5,3.927585113081932,0,0.1,0.5,0.6,0.6,0.607241493294239,0.05406762791633606,5.2725802845010925,0.5272580284501093,0.1094757763838768,0.6015362156724929,0.9999899609184264,10,1.9458929075765616,0,0,0.08,0.12,0.12,0.9222256316041946,0.17871764434337617,2.9017172852664803,0.11606869141065922,0.7455471975898744,0.9999031288719176,1.0002023799514772,25,2.2246778558254245,0,0,0.1,0.2,0.25,0.8887836931443214,0.23230625821113587,3.5683369476716256,0.17841684738358127,0.49459961486816406,0.9997335238552092,1.0000410420989991,20,0.9793124295091632,0.2,0.2,0.2,0.2,0.2,0.8041492415761947,0.022462756762504577,1.0036338300002086,0.20072676600004172,0.4130612744188309,0.999595747718811,0.9999031884765626,5,0.002995187721252623,0,0,0,0,0,0.9992512030696868,0.9989034397697448,3.5159126539827428,0.8789781634956857,0.9989517016506194,0.999256060848236,0.9995468182659148,4
3dcb9217,updnet-ratio-100mice@20260703-200122,2,0.0003,0.01,1,0.7161039113998413,0.7178652882575989,1.9733880705451967,0.4,0.4,0.4,0.4,0.4,0.6053255064582825,0.01009264534175396,2.000009671372813,0.40000193427456254,0.01266941523015499,0.9999896748161315,1.00000737739563,5,2.594299569251538,0,0.1,0.3,0.4,0.4,0.7405722728168964,0.05994754416704178,3.2519158733023374,0.32519158733023373,0.12116083113312724,0.9999967379665374,1.0000067634677887,10,0.5838285337448126,0,0,0.04,0.04,0.04,0.97666696144104,0.42512528730392457,1.0313214466552594,0.04125285786621038,0.9975549204444883,0.9999986751174926,1.0000586373901368,25,2.651634166693688,0,0,0.15,0.25,0.25,0.8674184164202213,0.1184300495481491,3.8730295975790487,0.19365147987895245,0.32378289831638335,0.9999913437461851,1.0000004692173006,20,1.8367980367755892,0.2,0.2,0.4,0.4,0.4,0.6328009648418427,0.023368121514320373,1.9953985848936164,0.3990797169787233,0.07062809599399568,0.9984268410301208,1.000437293777466,5,0.002076070518493789,0,0,0,0,0,0.9996318979358674,0.9988260133361816,2.293484736024474,0.5733711840061185,0.998977808485031,0.9995489580726624,1.0003523392772675,4
2408e539,updnet-ratio-100mice@20260703-200122,2,0.0003,0.01,1,0.7159115672111511,0.7151371240615845,2.8814821799707415,0.4,0.6,0.6,0.6,0.6,0.4237470818853379,0.01729748343884945,2.9969023967294897,0.5993804793458979,0.017596980387568472,0.08317411077976226,1.0001295192337036,5,4.233473402667642,0.1,0.2,0.5,0.5,0.6,0.5766529206356406,0.020077332312464714,4.983929733128072,0.4983929733128072,0.08286243567079306,0.6700147850608825,1.0000002486801147,10,0.706206807222367,0,0,0.04,0.04,0.04,0.9720343537425994,0.3063287301158905,1.0364054235232152,0.04145621694092861,0.997745285758972,0.9999985559082032,1.0006823642349243,25,2.653144178504944,0,0,0.15,0.25,0.25,0.8674404544925689,0.11728136373519896,3.718279815378791,0.1859139907689396,0.2687019927597046,0.999679998884201,1.000290213356018,20,1.9026304406535628,0.2,0.4,0.4,0.4,0.4,0.6199773272669316,0.026355107704401016,2.003898053886291,0.4007796107772582,0.04519410190939903,0.9975618584251404,1.0013244254684448,5,0.01105200716018695,0,0,0,0,0,0.9972369982099532,0.9956962926483154,3.061462668674112,0.7653656671685279,0.9959751350975036,0.9967363340950012,0.9988993926143646,4
0d674875,updnet-ratio-100mice@20260703-200122,2,0.001,0.01,0,0.7211978435516357,0.7149913311004639,1.9261039418590071,0,0.4,0.4,0.4,0.4,0.614788432995081,0.03567744551062584,2.0002887822929822,0.4000577564585964,0.03675027994275094,0.9998590810394288,1.000023971328735,5,2.207412965121269,0,0,0.3,0.3,0.3,0.7793071566319465,0.12551342082977296,2.881842475457227,0.2881842475457227,0.17824139876127243,0.9999925656414032,1.0001782400703432,10,0.4218120688056952,0,0,0,0.04,0.04,0.983174141178131,0.5857694609260559,1.0368724420211697,0.041474897680846785,0.998594461212158,0.9999974234199523,1.0002255780792235,25,0.8267229176712041,0,0,0.05,0.05,0.05,0.958735893497467,0.18941120935440064,1.0399578332445982,0.051997891662229914,0.9969249589538574,0.9999988241291046,1.000287626514435,20,0.957831586084366,0,0.2,0.2,0.2,0.2,0.8087317271327972,0.044413940439224246,1.0047009204047457,0.2009401840809491,0.4258552117443085,0.9997582895851136,1.000885759124756,5,0.0016408509826661977,0,0,0,0,0,0.9995897872543336,0.9992497427558898,2.649354515449559,0.6623386288623897,0.9992845399475098,0.999571071395874,0.9999100072479248,4
2fea9734,updnet-ratio-100mice@20260703-200122,2,0.001,0.01,0,0.7204686403274536,0.7178251147270203,2.852250712296963,0.2,0.6,0.6,0.6,0.6,0.4295532165265083,0.027003606239557262,2.998046692547316,0.5996093385094632,0.031058119813203812,0.08363584561109542,0.999998055229187,5,2.184130674295425,0,0,0.3,0.3,0.3,0.7817115081644058,0.1381163759326935,2.9467062447333037,0.29467062447333037,0.20530238581657412,0.999997095594406,1.0002185566520692,10,1.1219676521682749,0,0,0.04,0.08,0.08,0.9551568682289122,0.32243906093597413,1.947989513337668,0.07791958053350671,0.9952685458755492,0.9999880654907226,1.000073681602478,25,0.5532091561698919,0,0,0,0.05,0.1,0.9724524242973328,0.5400260551071167,1.4294200729524622,0.07147100364762311,0.9716389818286896,0.999999628791809,1.0002509219741822,20,0.9628837316548826,0,0.2,0.2,0.2,0.2,0.8074315717613697,0.04102899638772011,1.008169274414577,0.20163385488291535,0.42365086732268337,0.9991900189018248,0.9997503860092164,5,0.0012445125389100031,0,0,0,0,0,0.9998682750558854,0.9992021782493592,1.8525296006234808,0.4631324001558702,0.9993075175380708,0.999836729297638,1.000454269180298,4
686d58ad,updnet-ratio-100mice@20260703-200122,2,0.001,0.01,1,0.7130299806594849,0.7156121134757996,1.9325463093477488,0,0.4,0.4,0.4,0.4,0.6135426337069274,0.030061222071051597,1.9999712180925833,0.39999424361851665,0.03299372067511082,1.0000390870666505,1.000110302696228,5,2.20966654355526,0,0,0.3,0.3,0.3,0.779098981449604,0.12409681213855744,2.8905825826046425,0.2890582582604643,0.19751878363847733,0.9999998076057436,1.0001272065734863,10,0.4796279917716987,0,0,0,0.04,0.04,0.9808535034751892,0.5218093259429931,1.0060185679145677,0.040240742716582706,0.9997302396392822,0.9999998076057434,1.000160752067566,25,0.847599657082558,0,0,0.05,0.05,0.1,0.9576849704778194,0.2131331278181076,1.155339576786662,0.05776697883933309,0.9865991993045806,0.9999997480010988,1.0000279767608644,20,0.9644247836685182,0,0.2,0.2,0.2,0.2,0.8074542863464356,0.04003732038497925,1.0093100153204333,0.20186200306408664,0.42328331304550176,0.998205707798004,1.0006896836853028,5,0.0010912229728700096,0,0,0,0,0,0.9997296942567824,0.9996206028556824,2.995526202177393,0.7488815505443482,0.9996244652366638,0.9996440870857238,0.9999034090137482,4
46df8297,updnet-ratio-100mice@20260703-200122,2,0.001,0.01,1,0.713306188583374,0.7169293761253357,2.8767760840666297,0.4,0.6,0.6,0.6,0.6,0.42464667318224913,0.0236421110278368,2.998615457240629,0.5997230914481257,0.026012683117985727,0.07001326365232467,1.0000048859214783,5,2.163238933377266,0,0,0.3,0.3,0.3,0.7836906282401085,0.14574588967323304,2.9127519443793783,0.2912751944379378,0.2176016388630867,0.9999370141124724,1.0000150425529482,10,1.2086364468383797,0,0,0.04,0.08,0.08,0.9516864044761656,0.29192994667053224,1.947742099742096,0.07790968398968383,0.9992877943611144,1.000000165233612,1.0001038177108763,25,0.4779999829483038,0,0,0,0.05,0.05,0.97611145509243,0.5274242026901245,1.0230513532442314,0.051152567662211566,0.9983591122722624,0.9999934597110748,1.0000449521636965,20,0.9620283030986788,0,0.2,0.2,0.2,0.2,0.8075943393802643,0.03887833786964417,1.0018870673087483,0.20037741346174967,0.4230847640132904,0.9997897608375548,0.9999624831771852,5,0.0016305989837648305,0,0,0,0,0,0.9995923502540588,0.9994335634803772,3.598109491689408,0.899527372922352,0.999459509382248,0.9995677335357666,0.9997448845005036,4
ced0f761,updnet-ratio-100mice@20260703-200122,2,0.003,0.01,0,0.7104917764663696,0.7084583640098572,0.9237132940101624,0,0.2,0.2,0.2,0.2,0.8152729375457763,0.07632087303161621,1.000073980326575,0.200014796065315,0.44577885700225833,1.000009463558197,1.0000384910202027,5,1.51281384727478,0,0,0.2,0.2,0.2,0.8488102955913543,0.19873942566871644,1.9935273581629107,0.1993527358162911,0.27967105937957765,1.0000005824661256,1.00026634765625,10,0.0026203507041937524,0,0,0,0,0,0.9999715025520324,0.9988468153572082,3.6308802782427954,0.14523521112971183,0.9997123820877076,0.999999628791809,1.0001966579055788,25,0.0016727153205876588,0,0,0,0,0,0.9999714030122756,0.9993020756340026,4.199850841115042,0.2099925420557521,0.9998185141181946,0.9999998076057434,1.000232682952881,20,0.9323425673961642,0,0.2,0.2,0.2,0.2,0.8135314865207672,0.07086314393043518,1.0069061469219749,0.20138122938439496,0.44163480235099795,0.999437855014801,0.9997829301452636,5,1.6464462280318948e-05,0,0,0,0,0,1.0002379579639435,0.9999835355377196,1,0.25,0.999994622001648,1.0002251131629945,1.0004915697669985,4
6d32af0d,updnet-ratio-100mice@20260703-200122,2,0.003,0.01,0,0.7168108820915222,0.7122333645820618,0.9456405190241338,0,0.2,0.2,0.2,0.2,0.81087570546031,0.05437065420508385,1.000023631338426,0.20000472626768523,0.4326184770262242,0.999998615512848,1.0000095708465575,5,1.494924861226082,0,0,0.2,0.2,0.2,0.850507530400753,0.19813966883182527,1.9898917187061556,0.19898917187061552,0.2962130991911888,0.999998853931427,0.9999998970127104,10,0.0030768951225286223,0,0,0,0,0,0.9998802669143676,0.9988968832588196,3.479689481130706,0.13918757924522823,0.999513481388092,1.000000165233612,1.0000022513961793,25,0.5937476705074316,0,0,0.05,0.05,0.05,0.9703147439455986,0.4094232483005524,1.0107464394134222,0.05053732197067111,0.9994593901729584,0.9999990029430388,1.0000017089939115,20,0.9297024059700968,0,0.2,0.2,0.2,0.2,0.8142801670527458,0.070397564599514,1.0002150824151217,0.20004301648302433,0.4421985505318642,1.000176416168213,1.0004915816879274,5,0.00019088123321542305,0,0,0,0,0,1.0000741345977784,0.999821589717865,1.1391210563933385,0.28478026409833457,0.9998713715171812,1.0000509781932831,1.0002954228019716,4
45646c46,updnet-ratio-100mice@20260703-200122,2,0.003,0.01,1,0.7031940221786499,0.7082459926605225,0.9229328430509568,0,0.2,0.2,0.2,0.2,0.815444518456459,0.07725227011203765,1.0004012422305943,0.20008024844611888,0.446313877234459,0.9999110562896728,1.000092278251648,5,1.5275087575340272,0,0,0.2,0.2,0.2,0.8472736282444,0.17699588967323304,1.9885569928856683,0.19885569928856683,0.2838420076465607,0.9999953074550628,1.0000276072120666,10,0.003033392028809367,0,0,0,0,0,0.9998880035972594,0.9992937905883787,6.4134716749993705,0.2565388669999748,0.999592839012146,0.999998317489624,1.0000091178512571,25,0.0018410931587226065,0,0,0,0,0,0.9999453677034378,0.9994437558746336,4.521511767320009,0.22607558836600045,0.9996997757053376,0.9999987943267822,1.0000668270683288,20,0.9311302251434328,0,0.2,0.2,0.2,0.2,0.8138255221939087,0.07247780395507812,1.0077887311225264,0.20155774622450529,0.4426862580871582,0.998962865600586,0.9999267680740356,5,6.285045623788399e-05,0,0,0,0,0,1.0001288814640046,0.9999523623085022,1.5795804613005424,0.3948951153251356,0.9999620897865296,1.0001340074634553,1.000291572341919,4
006ba610,updnet-ratio-100mice@20260703-200122,2,0.003,0.01,1,0.7032142877578735,0.7083052396774292,0.9300155126571658,0,0.2,0.2,0.2,0.2,0.8139968974685668,0.07001982761383056,1.0000760030266056,0.20001520060532113,0.44200318885803225,0.9999945623970032,0.9999959929084776,5,1.476213536682129,0,0,0.2,0.2,0.2,0.8523868246173858,0.20268540216445924,1.987253151647934,0.1987253151647934,0.3092741353607178,0.9999993307685852,1.000011120567322,10,0.0022842182350162332,0,0,0,0,0,0.999921148548126,0.9992012245750428,3.8871119489974815,0.15548447795989925,0.9995603544807432,1.0000003440475465,1.000025377998352,25,0.0015071336174016237,0,0,0,0,0,0.999931616911888,0.9986185295677183,1.1877040153812777,0.059385200769063874,0.9999647958374024,0.9999998970127104,1.000004343519211,20,0.924760938537121,0,0.2,0.2,0.2,0.2,0.8150478122925758,0.07575952393770218,1.001126469574439,0.2002252939148878,0.4453661589121819,0.9998686177825928,0.9999226434326172,5,0.0004908578300476529,0,0,0,0,0,1.0000511421060565,0.9995091421699523,1,0.25,0.9997055335140228,1.0002054436302186,1.00027330947876,4
cace9bc8,updnet-ratio-100mice@20260703-200122,5,0.0003,0.01,0,0.7240039706230164,0.7170841693878174,1.9704184073445203,0.4,0.4,0.4,0.4,0.4,0.6059477843514085,0.011752555536329746,2.000433586159457,0.40008671723189143,0.014272608252465725,0.9997763497924804,1.0000920398330688,5,2.8062631089574097,0.1,0.2,0.3,0.4,0.4,0.7193978395482897,0.029388199949860572,3.393389610307454,0.3393389610307454,0.05088980162352324,0.9999964399433136,1.0000240845775603,10,0.4274070594787607,0,0,0,0.04,0.04,0.9829131205177306,0.5813628299331665,1.0422424434752733,0.041689697739010934,0.9985498650169372,0.9999954564666748,1.0000101668930057,25,2.5321839319705965,0,0,0.15,0.2,0.2,0.8734219161963462,0.1123543841934204,3.5474525208273437,0.1773726260413672,0.33041575683116914,0.9999999566173554,1.0000473363494873,20,1.8427394208580252,0.2,0.2,0.4,0.4,0.4,0.6314521158283949,0.020092315430045127,2.031994834914903,0.4063989669829806,0.07486486306250095,0.983485387096405,0.9986254794692992,5,0.017130906066894713,0,0,0,0,0,0.9957172734832764,0.9880161149597168,1.8479936662582936,0.46199841656457336,0.990501020679474,0.9975513978099824,0.999466226825714,4
f51ea643,updnet-ratio-100mice@20260703-200122,5,0.0003,0.01,0,0.7241891026496887,0.7156735062599182,1.975089049271345,0.4,0.4,0.4,0.4,0.4,0.6049869081175328,0.009945267269611358,2.000033488732223,0.4000066977464446,0.01196262372493744,0.9999880654907226,1.000009737739563,5,2.679316580904722,0,0.1,0.3,0.4,0.4,0.732068434560895,0.04310888556599617,3.3793864085732976,0.3379386408573298,0.11555654128849506,0.9999893171882628,1.000000177154541,10,0.007059130477906184,0,0,0,0,0,0.999723580608368,0.9966251714324952,3.369492309888745,0.1347796923955498,0.9991710169410704,0.999997781047821,1.0000066144561768,25,2.71677405641079,0,0,0.15,0.25,0.25,0.8642036995089054,0.11179727447986602,3.90698092579261,0.1953490462896305,0.2851941747760773,0.9999985559082032,1.000003246793747,20,1.8355479038572309,0.2,0.2,0.4,0.4,0.4,0.6330073846673966,0.02196000648498535,1.9923279082509848,0.3984655816501969,0.07035409642219544,0.9997362954711914,1.000275121459961,5,0.0044827868652345115,0,0,0,0,0,0.9988934261894228,0.9973441822624206,2.278808730427489,0.5697021826068722,0.9978011233901976,0.9990865154361724,0.9998312575912476,4
e33962db,updnet-ratio-100mice@20260703-200122,5,0.0003,0.01,1,0.7152490615844727,0.7124109268188477,1.9717094547367096,0.4,0.4,0.4,0.4,0.4,0.6056649727916719,0.013071601668596267,2.000506348519467,0.4001012697038934,0.014030947366952895,0.9998320801353454,0.9999873502349854,5,2.5454207456922533,0,0.2,0.3,0.3,0.3,0.7455273090100288,0.04006751758813858,2.9610605072471734,0.29610605072471735,0.0720935492014885,1.0000064833259583,1.0001763208007812,10,0.007649928703308606,0,0,0,0,0,0.9999428279495238,0.996015892753601,2.784413536145653,0.11137654144582612,0.9992692573165892,1.0000005824661256,1.000408373603821,25,2.7627668020391467,0,0,0.15,0.25,0.25,0.8618765643036366,0.10454115403652192,3.947618395073043,0.19738091975365216,0.2944101823663712,0.9999429447746276,1.0000687463378908,20,1.8561926306307317,0.2,0.2,0.4,0.4,0.4,0.6287614738738536,0.021630240062475204,2.0059334015425576,0.4011866803085115,0.06417335478425026,0.9963984949684144,0.999103496799469,5,0.010077530822754088,0,0,0,0,0,0.9974806172943116,0.9958732588386536,2.822920016849296,0.705730004212324,0.9959204835987092,0.9971283240413664,0.9993225855922698,4
da46c05a,updnet-ratio-100mice@20260703-200122,5,0.0003,0.01,1,0.7156632542610168,0.7177592515945435,1.9748467968267205,0.4,0.4,0.4,0.4,0.4,0.6050329478627444,0.010026199201345443,1.9999990875829752,0.399999817516595,0.012068982253074644,0.9999938471412658,1.0000063998794555,5,2.5568091989576818,0,0.1,0.3,0.4,0.4,0.7443196753209829,0.04265749214053154,3.160373040620021,0.3160373040620021,0.13441645597875118,0.9999993605709075,1.000001428852081,10,0.010501396045685452,0,0,0,0,0,0.9995976502990722,0.9955459697341918,3.2521859433558062,0.13008743773423226,0.9986237509346008,0.999999867210388,1.0000377757644654,25,2.687541756067276,0,0,0.15,0.25,0.25,0.8656381068921088,0.10887192321777343,3.892029208930245,0.19460146044651225,0.3081457091665268,1.0000001056289674,1.0000189526176453,20,1.8479974706739188,0.2,0.2,0.4,0.4,0.4,0.6304005058652162,0.023113559389710422,2.0070297714887833,0.40140595429775666,0.06809707974851133,0.9953217370605468,0.999081741104126,5,0.007845098457336608,0,0,0,0,0,0.9980387253856658,0.9974673254585266,3.8032419661611465,0.9508104915402866,0.9975614888763428,0.9980308575725556,0.9985222561454772,4
4c2635cc,updnet-ratio-100mice@20260703-200122,5,0.001,0.01,0,0.7191900610923767,0.71363765001297,0.9729427623814346,0.2,0.2,0.2,0.2,0.2,0.8054133402353525,0.027098822796940803,1.00008548798039,0.200017097596078,0.416249370033145,0.9999913437461851,1.0000024302101136,5,1.6797830308699608,0,0.1,0.2,0.2,0.2,0.8320232590830325,0.0912512777543068,1.986698974825465,0.19866989748254657,0.21521586386322977,0.9999997181987762,1.0000043792819977,10,0.002903751926422893,0,0,0,0,0,0.9998880274391172,0.9988456232643128,4.250275501322281,0.17001102005289123,0.999594710597992,0.9999994499778748,1.000006066093445,25,1.2275414308357244,0,0,0.05,0.1,0.1,0.9386291099882126,0.1959881050682068,1.832252447054432,0.0916126223527216,0.9550506634807588,0.9999987347221374,1.0000245435333253,20,0.9612279010427,0,0.2,0.2,0.2,0.2,0.8077643564140796,0.0394936999475956,1.001502823262029,0.2003005646524058,0.4235414570367337,0.999665306339264,1.000027237663269,5,0.0021938357162476496,0,0,0,0,0,0.9995866878128052,0.9981601102447508,1.3710165113929762,0.34275412784824405,0.998605893383026,0.9998437626457216,1.0003618223762514,4
8d9faa61,updnet-ratio-100mice@20260703-200122,5,0.001,0.01,1,0.7128621935844421,0.7172199487686157,1.9374496311962608,0.2,0.4,0.4,0.4,0.4,0.6125100737607478,0.02950049696326256,2.0003505847218586,0.4000701169443717,0.030989595333337783,0.999909446964264,0.9999626381492616,5,2.1849658830595016,0,0,0.3,0.3,0.3,0.7815038381314278,0.14207302165985108,2.896402273212763,0.28964022732127626,0.20289244634866715,0.9999896748161315,1.000000749359131,10,0.003520128841400738,0,0,0,0,0,0.9999263007736204,0.9984446628189086,3.749200890494488,0.14996803561977953,0.999626241455078,0.9999999864196776,1.0002105338668823,25,0.855262695794106,0,0,0.05,0.05,0.1,0.957278213480711,0.2037414623594284,1.1487551175089097,0.05743775587544547,0.9893788142299652,0.999999628791809,1.0001773936843872,20,1.701124046844244,0,0.2,0.4,0.4,0.4,0.6597751906311512,0.042000343481302264,1.974906699685992,0.3949813399371984,0.12922021208167078,0.997439311275482,0.9996972782707214,5,0.001095560531616302,0,0,0,0,0,0.999794678220749,0.9993086917495728,1.8715146423476277,0.4678786605869069,0.9993948085403442,0.9998461468315124,1.0001533730125427,4
159eea2e,updnet-ratio-100mice@20260703-200122,5,0.001,0.01,1,0.7127634286880493,0.7143568992614746,1.942817858335376,0.2,0.4,0.4,0.4,0.4,0.6114364283329248,0.026187922263741493,2.0000440315235855,0.4000088063047171,0.028121400827765465,0.9999866945838928,0.9999939425086974,5,2.173017461462021,0,0,0.3,0.3,0.3,0.7826991273260117,0.14621216190814973,2.9053545569813477,0.29053545569813477,0.2173336697912216,0.9999973638153076,1.000003532896042,10,0.005920773811341151,0,0,0,0,0,0.9997683556175232,0.9969261748886108,3.0678643800931913,0.12271457520372764,0.999271462688446,0.9999965889549256,1.0000009400939942,25,0.8611593074750905,0,0,0.05,0.05,0.1,0.9569760134613514,0.20487517250537873,1.1665986190506357,0.058329930952531785,0.9911340816116332,0.9999980194664,1.000098036060333,20,1.7058535327625275,0,0.2,0.4,0.4,0.4,0.6589155001735688,0.04160072041511536,1.9726433580672544,0.3945286716134509,0.12653401328086855,0.9986117942428588,1.000222073326111,5,0.0004939248275758201,0,0,0,0,0,0.9999549253082276,0.999605820903778,1.5190495464639855,0.3797623866159964,0.9997057600116728,0.9999501271343232,1.0002079291439057,4
a1e95d8c,updnet-ratio-100mice@20260703-200122,5,0.003,0.01,0,0.7110143303871155,0.7083922624588013,0.9259457596659664,0,0.2,0.2,0.2,0.2,0.8148108480668068,0.0742992101407051,1.0005292971125217,0.2001058594225043,0.4445115713572502,0.999958501586914,0.9999838097190856,5,1.5349213239479065,0,0,0.2,0.2,0.2,0.8465080959892273,0.17646880579948426,1.989468981088748,0.1989468981088748,0.27742881608963016,0.9999983770942688,1.0000005824661256,10,0.001881624317169872,0,0,0,0,0,0.9999962432479856,0.9993361098861694,4.427278384269422,0.17709113537077686,0.9997656567192076,0.9999998076057434,1.000201640853882,25,0.0008509136390691951,0,0,0,0,0,0.9999679817056656,0.9995775683021544,2.875456470449029,0.14377282352245144,0.9998951835727692,0.9999993009662628,1.0000366075134275,20,0.9337889139962198,0,0.2,0.2,0.2,0.2,0.8133262304759026,0.06804681701421737,1.003941077955352,0.2007882155910704,0.44029681665658954,0.9994924528694152,1.0002198083496094,5,0.0002976195716858365,0,0,0,0,0,1.0002326680517195,0.9997023804283142,1,0.25,0.999824349412918,1.0002820952033995,1.0006014449691774,4
