run,lik_rel,groundtruth_likelihood
1y7vz70o,0.98981410930724,0.7975205779075623
5ux1j76q,0.9900032697629142,0.7975205779075623
f6t0d04a,0.986874984818958,0.7975205779075623
h1agerky,0.9780029035494676,0.7975205779075623
nxn0ddc6,0.9890597096076844,0.7975205779075623
ok01hebs,0.9898977405004044,0.7975205779075623
