num_subjects,enc,run,r2_biasL,r2_learn_rate,r2_softmax_temp,R2_mean,lik_rel,cca_top
50,none,j3y6kvza,0.7683857851196799,0.9720901283152624,0.8779237950883692,0.8727999028411038,0.9931853214216384,0.990312158158582
50,scalar,nr28qypv,0.7150723614167084,0.9769817165847644,0.8934056182200508,0.8618198987405079,0.997638904249864,0.9912494976674456
100,none,irf2d003,0.8576987868267393,0.9803558997367132,0.8592860990891422,0.8991135952175316,0.9935350629781656,0.9960184021894616
100,scalar,eu9740c1,0.8712084029966771,0.9788961766424896,0.91581357703836,0.9219727188925088,0.9991079479783112,0.9916190140547746
200,none,12let3gj,0.8950976075230566,0.9834176497448824,0.7919583063014044,0.8901578545231145,0.9962320236953645,0.994326261703751
200,scalar,vldd2pxy,0.9430342921964608,0.988876974715292,0.933196001262605,0.9550357560581192,0.9995322323519532,0.994869087056004
300,none,rsecypqt,0.927114289548564,0.9458842413577516,0.7925851767361617,0.8885279025474925,0.9965484237358267,0.9878867960907024
300,scalar,9yiueqgp,0.8741948094759381,0.9938343392968504,0.9161768764127692,0.9280686750618524,0.999613509933014,0.9972224370246516
