subject_id,session_id,session_index,subject_max_session_index,session_phase,embedding_1,embedding_2,embedding_3,embedding_4
synth056,synth056_s015,16,40,0.4,-0.024470216907267313,0.4127002492731747,-0.12905314622618796,0.10767674092281691
synth056,synth056_s016,17,40,0.425,-0.021074064069424768,0.39296266406164404,-0.09043246187005594,0.10977732597636496
synth056,synth056_s017,18,40,0.45,-0.017597948345600148,0.37285902629889855,-0.05116438336843404,0.11189180483740366
synth056,synth056_s018,19,40,0.475,-0.013349079696812212,0.34851667267619574,-0.00401576318364838,0.1143825671338881
synth056,synth056_s019,20,40,0.5,-0.009169432652905964,0.3260009570670938,0.039919973343887805,0.11662148711886668
synth056,synth056_s020,21,40,0.525,-0.005305529235922195,0.3062561368479995,0.07852110991622466,0.11881596235334686
synth056,synth056_s021,22,40,0.55,-0.0015890093898150645,0.28703633668927253,0.11589521858464572,0.12140134271374364
synth056,synth056_s022,23,40,0.575,0.0030588651288800048,0.2627914163322367,0.16327954545258883,0.12482363685653915
synth056,synth056_s023,24,40,0.6,0.00743639433346318,0.23925371982955887,0.20834566833517734,0.12754669435065752
synth056,synth056_s024,25,40,0.625,0.011626039357375634,0.2162075286997906,0.25180068929115446,0.1297837974080837
synth056,synth056_s025,26,40,0.65,0.01581615851385404,0.1931584733792353,0.29526128824838427,0.1320215157023554
synth056,synth056_s026,27,40,0.675,0.020303015333925513,0.1683168533979038,0.34221290043299524,0.134644282308445
synth056,synth056_s027,28,40,0.7,0.02453350455721287,0.1431591586979704,0.38905301444984963,0.13716827456959552
synth056,synth056_s028,29,40,0.725,0.028130532500364992,0.12082631907422725,0.43024101595268194,0.13935763409287522
synth056,synth056_s029,30,40,0.75,0.031872856748830086,0.10025230015257963,0.4681818523130325,0.14145182070489556
synth056,synth056_s030,31,40,0.775,0.03567335017646222,0.07981002102824561,0.5058751386032191,0.1435455074772683
synth056,synth056_s031,32,40,0.8,0.03947384360409436,0.059367741903911586,0.543568424893406,0.14563919424964103
synth056,synth056_s032,33,40,0.825,0.04327433703172647,0.038925462779577646,0.5812617111835925,0.14773288102201376
synth056,synth056_s033,34,40,0.85,0.04707483045935861,0.018483183655243596,0.6189549974737794,0.14982656779438652
synth056,synth056_s034,35,40,0.875,0.05076564420483845,-0.0012521807106669613,0.6552797566313334,0.15184539932448204
synth056,synth056_s035,36,40,0.9,0.054092904630375166,-0.01864434711777191,0.6870682828901622,0.15361610949507865
synth056,synth056_s036,37,40,0.925,0.05742016505591188,-0.03603651352487691,0.7188568091489913,0.15538681966567527
synth056,synth056_s037,38,40,0.95,0.06074742548144857,-0.05342867993198186,0.7506453354078201,0.1571575298362719
synth056,synth056_s038,39,40,0.975,0.06407468590698528,-0.07082084633908692,0.7824338616666492,0.1589282400068685
synth056,synth056_s039,40,40,1.0,0.06740194633252199,-0.08821301274619187,0.8142223879254782,0.1606989501774651
synth085,synth085_s000,1,40,0.025,-0.22922643329249687,0.33633343324487774,-0.739392281884769,-0.5988298653952311
synth085,synth085_s001,2,40,0.05,-0.2254629695898523,0.31890473939500136,-0.7061506636810393,-0.597109670144059
synth085,synth085_s002,3,40,0.075,-0.22151680569748938,0.30067917254272974,-0.6714970625139945,-0.5953299671237794
synth085,synth085_s003,4,40,0.1,-0.2170022564889822,0.27997451185869165,-0.6324507435055979,-0.5933651337967965
synth085,synth085_s004,5,40,0.125,-0.21248770728047506,0.2592698511746535,-0.5934044244972008,-0.5914003004698135
synth085,synth085_s005,6,40,0.15,-0.2079731580719679,0.23856519049061536,-0.554358105488804,-0.5894354671428306
synth085,synth085_s006,7,40,0.175,-0.20345860886346073,0.21786052980657722,-0.5153117864804071,-0.5874706338158476
synth085,synth085_s007,8,40,0.2,-0.19894405965495354,0.19715586912253913,-0.47626546747200993,-0.5855058004888647
synth085,synth085_s008,9,40,0.225,-0.19442951044644635,0.17645120843850098,-0.4372191484636132,-0.5835409671618818
synth085,synth085_s009,10,40,0.25,-0.18960111136670688,0.15440440848135517,-0.3956036747016225,-0.5814545578959005
synth085,synth085_s010,11,40,0.275,-0.18438674057782928,0.13116424812362282,-0.35235925807476565,-0.5796342479564565
synth085,synth085_s011,12,40,0.3,-0.18025615894961047,0.11239291430580917,-0.3189052818633238,-0.5777492601699776
synth085,synth085_s012,13,40,0.325,-0.17612557732139164,0.09362158048799535,-0.2854513056518817,-0.5758642723834987
synth085,synth085_s013,14,40,0.35,-0.17199499569317284,0.0748502466701817,-0.25199732944043995,-0.57397928459702
synth085,synth085_s014,15,40,0.375,-0.16792181882132579,0.056332610938795435,-0.21897025145375865,-0.5720867436076115
synth085,synth085_s015,16,40,0.4,-0.16393538997013798,0.038198354708231214,-0.18658828684028045,-0.5701827884872982
synth085,synth085_s016,17,40,0.425,-0.15994896111895018,0.020064098477667047,-0.15420632222680247,-0.568278833366985
synth085,synth085_s017,18,40,0.45,-0.15596253226776235,0.001929842247102742,-0.12182435761332427,-0.5663748782466718
synth085,synth085_s018,19,40,0.475,-0.15197610341657458,-0.01620441398346134,-0.08944239299984641,-0.5644709231263586
synth085,synth085_s019,20,40,0.5,-0.14803621217486487,-0.03459428076500534,-0.056466867239770346,-0.5625441154554593
synth085,synth085_s020,21,40,0.525,-0.14450273896797253,-0.0556740778152012,-0.0171332744480423,-0.5601325352181844
synth085,synth085_s021,22,40,0.55,-0.14204320605819587,-0.07121512511414402,0.012606499914674996,-0.557914453617542
synth085,synth085_s022,23,40,0.575,-0.13984484016153592,-0.08470994857317668,0.03831441439558991,-0.5559671134798084
synth085,synth085_s023,24,40,0.6,-0.1369330387960448,-0.10134932539319821,0.06996800950513399,-0.553686314854494
synth085,synth085_s024,25,40,0.625,-0.13273810127890123,-0.12391385484906488,0.11350330503158151,-0.5509006393980979
synth085,synth085_s025,26,40,0.65,-0.12820571248548637,-0.14836677173230312,0.16045652490742374,-0.548040883448915
synth085,synth085_s026,27,40,0.675,-0.12367332369207151,-0.17281968861554137,0.20740974478326604,-0.5451811274997322
synth085,synth085_s027,28,40,0.7,-0.11943723842875185,-0.19577013397230114,0.25143525551902607,-0.5425183853020907
synth085,synth085_s028,29,40,0.725,-0.1159009178597422,-0.21315539641001124,0.28451163380436906,-0.5405224956328265
synth085,synth085_s029,30,40,0.75,-0.11233434375809491,-0.23046573759788241,0.31743015176668177,-0.5385293103887516
synth085,synth085_s030,31,40,0.775,-0.10876776965644762,-0.2477760787857538,0.3503486697289947,-0.5365361251446769
synth085,synth085_s031,32,40,0.8,-0.10520119555480037,-0.265086419973625,0.38326718769130713,-0.5345429399006021
synth085,synth085_s032,33,40,0.825,-0.1016346214531531,-0.28239676116149626,0.41618570565361995,-0.5325497546565272
synth085,synth085_s033,34,40,0.85,-0.09806804735150582,-0.29970710234936754,0.44910422361593266,-0.5305565694124524
synth085,synth085_s034,35,40,0.875,-0.09450147324985855,-0.31701744353723893,0.48202274157824543,-0.5285633841683776
synth085,synth085_s035,36,40,0.9,-0.09093489914821129,-0.3343277847251101,0.5149412595405582,-0.5265701989243028
synth085,synth085_s036,37,40,0.925,-0.087368325046564,-0.35163812591298144,0.547859777502871,-0.5245770136802279
synth085,synth085_s037,38,40,0.95,-0.08380175094491674,-0.3689484671008526,0.5807782954651836,-0.5225838284361531
synth085,synth085_s038,39,40,0.975,-0.08023517684326943,-0.38625880828872394,0.6136968134274963,-0.5205906431920784
synth085,synth085_s039,40,40,1.0,-0.07667382789086721,-0.4035484617395818,0.646582951226605,-0.5185980511268208
synth113,synth113_s000,1,40,0.025,0.06919192321563272,0.03420444150099411,-0.5175107731279396,-0.4877037583238237
synth113,synth113_s001,2,40,0.05,0.07392720803445375,0.01160220025475045,-0.47513371314161557,-0.4858331779932479
synth113,synth113_s002,3,40,0.075,0.07866249285327477,-0.011000040991493099,-0.43275665315529177,-0.483962597662672
synth113,synth113_s003,4,40,0.1,0.08339777767209575,-0.03360228223773676,-0.39037959316896753,-0.48209201733209617
synth113,synth113_s004,5,40,0.125,0.08813306249091675,-0.056204523483980307,-0.34800253318264374,-0.48022143700152037
synth113,synth113_s005,6,40,0.15,0.09286834730973777,-0.0788067647302238,-0.30562547319631994,-0.47835085667094457
synth113,synth113_s006,7,40,0.175,0.09868000856075104,-0.1047541034132119,-0.2567326965888783,-0.47604781704681526
synth113,synth113_s007,8,40,0.2,0.10514888218575147,-0.1327438868784065,-0.20386156309743242,-0.4734807270491654
synth113,synth113_s008,9,40,0.225,0.11161775581075188,-0.16073367034360098,-0.15099042960598674,-0.47091363705151557
synth113,synth113_s009,10,40,0.25,0.11767489667436105,-0.18719499655340388,-0.10145256828787286,-0.46777870915461295
synth113,synth113_s010,11,40,0.275,0.12339129334818946,-0.21239139323138345,-0.054673275712705194,-0.4641738466713685
synth113,synth113_s011,12,40,0.3,0.12897757315813507,-0.2372474039467118,-0.009009731836219004,-0.46090552591860195
synth113,synth113_s012,13,40,0.325,0.13419633687955682,-0.26114199187756065,0.03350237121024313,-0.4585877698868052
synth113,synth113_s013,14,40,0.35,0.13929028057278303,-0.28448494255215206,0.07508623325684527,-0.4562535902855653
synth113,synth113_s014,15,40,0.375,0.14417162389822388,-0.30682975287502845,0.11490055701140889,-0.453997213553872
synth113,synth113_s015,16,40,0.4,0.1486014205288221,-0.32704866541527133,0.15093744602116793,-0.45191678626006665
synth113,synth113_s016,17,40,0.425,0.15316096550243136,-0.3472165234825956,0.18692480170252096,-0.4498264095559831
synth113,synth113_s017,18,40,0.45,0.15778996116302546,-0.3673570535075296,0.22288564356792323,-0.447730707208713
synth113,synth113_s018,19,40,0.475,0.1624189568236196,-0.38749758353246355,0.2588464854333256,-0.445635004861443
synth113,synth113_s019,20,40,0.5,0.1670479524842137,-0.40763811355739754,0.2948073272987279,-0.4435393025141729
synth113,synth113_s020,21,40,0.525,0.17167694814480783,-0.4277786435823315,0.33076816916413027,-0.4414436001669028
synth113,synth113_s021,22,40,0.55,0.17615378085991323,-0.44875493751459206,0.3686697641839562,-0.4392731773634665
synth113,synth113_s022,23,40,0.575,0.17998987120485663,-0.47014464755583135,0.4083560511387514,-0.43705019075967877
synth113,synth113_s023,24,40,0.6,0.18324302922910757,-0.4879914434035896,0.4420505195908949,-0.43496426715783115
synth113,synth113_s024,25,40,0.625,0.18692696519195992,-0.5079202291004997,0.479635688196042,-0.43263676189277733
synth113,synth113_s025,26,40,0.65,0.19074402120446116,-0.5283045108885165,0.5182704292236713,-0.43028234439260515
synth113,synth113_s026,27,40,0.675,0.19581860607404222,-0.5536968081398078,0.5674032322466195,-0.427556696461637
synth113,synth113_s027,28,40,0.7,0.20119708553411675,-0.5805935538478649,0.6193163302699366,-0.42469251910885425
synth113,synth113_s028,29,40,0.725,0.2064316947039061,-0.6070694162283584,0.6704810936591852,-0.42180214254849674
synth113,synth113_s029,30,40,0.75,0.21133364726143294,-0.6323374474392143,0.719313183219508,-0.4187397972922218
synth113,synth113_s030,31,40,0.775,0.2159405307273477,-0.6559776861675548,0.7649271006696168,-0.41584248050330963
synth113,synth113_s031,32,40,0.8,0.22054741419326246,-0.6796179248958955,0.8105410181197259,-0.41294516371439743
synth113,synth113_s032,33,40,0.825,0.22515429765917716,-0.7032581636242359,0.8561549355698348,-0.41004784692548524
synth113,synth113_s033,34,40,0.85,0.22976118112509192,-0.7268984023525764,0.9017688530199436,-0.40715053013657304
synth113,synth113_s034,35,40,0.875,0.2343016766132657,-0.7501588420162636,0.9466361853438076,-0.4043029555825987
synth113,synth113_s035,36,40,0.9,0.23778430352180296,-0.7673673200033964,0.9796069518442613,-0.4022480056756196
synth113,synth113_s036,37,40,0.925,0.24136206997804727,-0.7850234557699758,1.0134318810770022,-0.400143911905312
synth113,synth113_s037,38,40,0.95,0.2451399671652253,-0.8036212617543359,1.0490535837448602,-0.3979364415946923
synth113,synth113_s038,39,40,0.975,0.24891786435240337,-0.822219067738696,1.0846752864127185,-0.39572897128407264
synth113,synth113_s039,40,40,1.0,0.2526957615395815,-0.8408168737230564,1.1202969890805772,-0.39352150097345295
synth142,synth142_s000,1,40,0.025,0.18637197540432604,0.2663908989996666,-0.41963250146087105,-0.1718056435188215
synth142,synth142_s001,2,40,0.05,0.18939629101019392,0.25223661219018634,-0.393539842401037,-0.17072669581579442
synth142,synth142_s002,3,40,0.075,0.19329994316311172,0.23395000960696333,-0.3596683309687405,-0.1693485246522814
synth142,synth142_s003,4,40,0.1,0.19720359531602955,0.2156634070237401,-0.32579681953644346,-0.16797035348876838
synth142,synth142_s004,5,40,0.125,0.20110724746894731,0.19737680444051708,-0.29192530810414696,-0.1665921823252554
synth142,synth142_s005,6,40,0.15,0.2050108996218651,0.1790902018572938,-0.2580537966718498,-0.16521401116174236
synth142,synth142_s006,7,40,0.175,0.2089145517747829,0.16080359927407079,-0.22418228523955352,-0.16383583999822937
synth142,synth142_s007,8,40,0.2,0.21281820392770068,0.1425169966908476,-0.19031077380725647,-0.16245766883471638
synth142,synth142_s008,9,40,0.225,0.2167218560806185,0.12423039410762443,-0.15643926237495975,-0.16107949767120336
synth142,synth142_s009,10,40,0.25,0.2206255082335363,0.10594379152440131,-0.12256775094266292,-0.15970132650769037
synth142,synth142_s010,11,40,0.275,0.22454476977046955,0.087649633459991,-0.08866735509258661,-0.15827163868591926
synth142,synth142_s011,12,40,0.3,0.22966035165708287,0.0658555563648684,-0.047874284349194385,-0.15612053556642688
synth142,synth142_s012,13,40,0.325,0.2347759335436962,0.04406147926974552,-0.00708121360580205,-0.1539694324469345
synth142,synth142_s013,14,40,0.35,0.24047912067120514,0.01974660623794272,0.03842546664314095,-0.15153029815573577
