num_subjects,r2_learn_rate,r2_biasL,r2_softmax_temp,r2_mean,eval_likelihood,wandb_run_id
50,0.9932035729780302,0.9987235277277028,0.7678647926505425,0.9199306311187584,0.76055990307641,f3ogvxjo
100,0.9960636630242276,0.9984903006933458,0.7407836052873906,0.9117791896683216,0.7620331440032753,kbkxkyid
200,0.9967279297649246,0.9985732119407515,0.9068845838459472,0.9673952418505412,0.7708521320153268,d2ljhfb8
300,0.9970098167554924,0.998585358239442,0.8709653205300282,0.9555201651749876,0.7763796402671902,jcf2s7ir
