true_family,subject_id,param,true_initial,baseline_fitted_static
QLearning,synth114,choice_kernel_relative_weight,0.2767788093052228,0.0927009273950272
QLearning,synth114,forget_rate_unchosen,0.0530161225915202,0.9165521743180792
QLearning,synth114,learn_rate,0.4396041437208848,0.0798070246060521
QLearning,synth114,softmax_inverse_temperature,3.744357429441513,5.507366435353196
QLearning,synth117,biasL,-1.3763043790351086,-0.6454072061300108
QLearning,synth117,choice_kernel_relative_weight,0.1192588102387708,0.2654812067714394
QLearning,synth117,forget_rate_unchosen,0.0176103267224503,0.0546786568958991
QLearning,synth117,learn_rate,0.468252314965461,0.4473766338944123
QLearning,synth117,softmax_inverse_temperature,4.115250544375741,2.529768650909561
QLearning,synth120,biasL,1.628182473866667,0.9606429695842584
QLearning,synth120,choice_kernel_relative_weight,0.2044348259064508,0.343498313732429
QLearning,synth120,forget_rate_unchosen,0.1043369014386591,0.0127732262686461
QLearning,synth120,learn_rate,0.2550977791504497,0.4569059296201412
QLearning,synth120,softmax_inverse_temperature,12.441325387430943,6.1991982817845095
QLearning,synth123,biasL,0.1893700903535289,0.1398010954650035
QLearning,synth123,choice_kernel_relative_weight,0.3126463078939629,0.5762458045866959
QLearning,synth123,forget_rate_unchosen,0.333854412221808,0.0027308248974266
QLearning,synth123,learn_rate,0.8302467340369646,0.9569331799636448
QLearning,synth123,softmax_inverse_temperature,15.139716733008257,8.025801370078383
QLearning,synth126,biasL,-0.3320135560647544,-0.2784183420483838
QLearning,synth126,choice_kernel_relative_weight,0.2488717094392781,0.1728699989925248
QLearning,synth126,forget_rate_unchosen,0.1478125692889111,1.0
QLearning,synth126,learn_rate,0.634159474028258,0.0865806910946634
QLearning,synth126,softmax_inverse_temperature,7.595934883905992,4.793724997817406
QLearning,synth129,biasL,0.593801617537074,-0.1188440433035997
QLearning,synth129,choice_kernel_relative_weight,0.4976386516865015,0.4380067444302379
QLearning,synth129,forget_rate_unchosen,0.0364722316648863,0.8571172112486798
QLearning,synth129,learn_rate,0.5470960064714107,1.0
QLearning,synth129,softmax_inverse_temperature,12.638162098646443,12.97112115768068
QLearning,synth132,biasL,-0.3959204753001739,-0.2884404530871984
QLearning,synth132,choice_kernel_relative_weight,0.1680596761407782,0.3256576233996825
QLearning,synth132,forget_rate_unchosen,0.269858261877945,0.0129075115029257
QLearning,synth132,learn_rate,0.5322641325653915,0.8341011276583341
QLearning,synth132,softmax_inverse_temperature,12.296899613428474,6.675057841189159
QLearning,synth135,biasL,0.4840390194299545,0.0602367931573747
QLearning,synth135,choice_kernel_relative_weight,0.4967282360784767,0.9618234842165588
QLearning,synth135,forget_rate_unchosen,0.3182996537583362,0.0051535545669566
QLearning,synth135,learn_rate,0.8586958254905304,0.9211267765083508
QLearning,synth135,softmax_inverse_temperature,13.13794341769252,4.090369432173081
QLearning,synth138,biasL,0.8510374789745794,0.6247448187343478
QLearning,synth138,choice_kernel_relative_weight,0.4221631189505708,0.6958883931514902
QLearning,synth138,forget_rate_unchosen,0.208064946968898,0.0055338096528629
QLearning,synth138,learn_rate,0.422362496983339,0.6356240531590448
QLearning,synth138,softmax_inverse_temperature,9.45714066060828,3.578818970506491
QLearning,synth141,biasL,-0.1458131013033197,-0.0188480862351183
QLearning,synth141,choice_kernel_relative_weight,0.1141513906536807,0.1632428314842737
QLearning,synth141,forget_rate_unchosen,0.2000998109674124,0.3056981836615673
QLearning,synth141,learn_rate,0.9015921356289436,0.9697483205307348
QLearning,synth141,softmax_inverse_temperature,9.830748529537235,7.167844248211321
QLearning,synth144,biasL,-0.3743868440348047,-0.1327513794423534
QLearning,synth144,choice_kernel_relative_weight,0.2773755891454608,0.2334086555171118
QLearning,synth144,forget_rate_unchosen,0.3325433878037997,0.7956553921710584
QLearning,synth144,learn_rate,0.2774626457483126,0.0728175773959373
QLearning,synth144,softmax_inverse_temperature,3.864703874015573,5.219394164443507
QLearning,synth147,biasL,1.5024908773366508,0.5856600593460721
QLearning,synth147,choice_kernel_relative_weight,0.1000659842575661,0.0641869779666825
QLearning,synth147,forget_rate_unchosen,0.2231614954356288,0.980243388795744
QLearning,synth147,learn_rate,0.4859251975636888,0.1766880585421613
QLearning,synth147,softmax_inverse_temperature,6.92193580124477,4.14912825464717
QLearning,synth150,biasL,0.2687043527330893,0.3724503626434484
QLearning,synth150,choice_kernel_relative_weight,0.3214661202635481,0.5325938580980705
QLearning,synth150,forget_rate_unchosen,0.2733360325827779,8.327230728148336e-05
QLearning,synth150,learn_rate,0.5712195706144407,0.81571636614125
QLearning,synth150,softmax_inverse_temperature,11.108730479948893,6.808202943045981
QLearning,synth153,biasL,0.2666145998726285,0.2457601157662836
QLearning,synth153,choice_kernel_relative_weight,0.1046729211363758,0.2581735441901122
QLearning,synth153,forget_rate_unchosen,0.3044498606921384,0.0753936361616109
QLearning,synth153,learn_rate,0.390758853195182,0.5598550048679553
QLearning,synth153,softmax_inverse_temperature,4.270786336499585,3.6045521935717337
QLearning,synth156,biasL,-0.21342098595181,-0.154296352072258
QLearning,synth156,choice_kernel_relative_weight,0.2269542157336679,0.2523683534783367
QLearning,synth156,forget_rate_unchosen,0.0651717848342252,0.008602093234068
QLearning,synth156,learn_rate,0.2606658017348039,0.489639159939274
QLearning,synth156,softmax_inverse_temperature,15.145903078642576,12.10312973656544
QLearning,synth159,biasL,-0.048180360522555,0.1793054853323911
QLearning,synth159,choice_kernel_relative_weight,0.4041320131115717,0.6121845100101776
QLearning,synth159,forget_rate_unchosen,0.2722435528572386,0.0135197393656604
QLearning,synth159,learn_rate,0.8572088617340181,0.9163206908242318
QLearning,synth159,softmax_inverse_temperature,7.449446112733803,5.523805940292234
QLearning,synth162,biasL,0.1934123501400602,-0.2861395701582753
QLearning,synth162,choice_kernel_relative_weight,0.3611190995565745,0.2288933910686953
QLearning,synth162,forget_rate_unchosen,0.2136689728368104,0.0025066083145771
QLearning,synth162,learn_rate,0.4591471855978651,0.942952640092771
QLearning,synth162,softmax_inverse_temperature,10.389589308258556,19.64909113053533
QLearning,synth165,biasL,0.1355480241191554,0.1986863645904848
QLearning,synth165,choice_kernel_relative_weight,0.3600042603992787,0.6696459831106274
QLearning,synth165,forget_rate_unchosen,0.3525402390466112,0.0261836904553483
QLearning,synth165,learn_rate,0.6361302868870922,0.7684286859050586
QLearning,synth165,softmax_inverse_temperature,8.308083891003644,4.091940749738959
QLearning,synth168,biasL,-0.4276307520423381,-0.2434136746530285
QLearning,synth168,choice_kernel_relative_weight,0.3479311938250925,0.1373421883022824
QLearning,synth168,forget_rate_unchosen,0.0947622100409703,0.8932444523584221
QLearning,synth168,learn_rate,0.1571522825332536,0.041658676750436
QLearning,synth168,softmax_inverse_temperature,5.316689160607792,7.660167722530032
QLearning,synth171,biasL,-1.0686301155438378,-0.5067462916409304
QLearning,synth171,choice_kernel_relative_weight,0.2498664880797794,0.0752755647698842
QLearning,synth171,forget_rate_unchosen,0.2133493919722509,0.9651736525671976
QLearning,synth171,learn_rate,0.473378985208056,0.089087496500816
QLearning,synth171,softmax_inverse_temperature,0.1287298404310286,4.3298630619174725
QLearning,synth174,biasL,-0.0225284426535968,-0.0400246636768646
QLearning,synth174,choice_kernel_relative_weight,0.0503074821248463,0.1292544511787678
QLearning,synth174,forget_rate_unchosen,0.1742828663268366,0.0416459035051899
QLearning,synth174,learn_rate,0.5240612765069543,0.834437337444795
QLearning,synth174,softmax_inverse_temperature,14.710143408921615,7.734348154179744
