num_subjects,r2_biasL,spearman_biasL,r2_learn_rate,spearman_learn_rate,r2_softmax_temp,r2_mean,r2_softmax_temp_raw,softmax_spearman,n_softmax_winsorized,softmax_winsor_threshold,wandb_run_id
50,0.995570784897221,0.995390156062425,0.98748230414129,0.9956782713085232,0.7482661340040049,0.910439741014172,-0.9211015990517172,0.9190396158463384,5,20.0,f787vi1g
100,0.9956080816639729,0.9974677467746772,0.9897893585636892,0.996171617161716,0.8137688092086262,0.9330554164787628,-0.7053739476923506,0.9517311731173116,6,20.0,uooa8w1k
200,0.9953723185825316,0.9970914272856822,0.9885926712531122,0.996117902947574,0.7779871172230303,0.9206507023528916,-1.5816781124212258,0.949196729918248,10,20.0,0l8d5rq9
300,0.9951620128885148,0.9969741886020956,0.9892361603626352,0.9969706330070334,0.8163866833922877,0.9335949522144792,-0.0735300656940454,0.9579915332392582,9,20.0,col8bdj9
